kanji,hiragana,english,level
利口,りこう,"clever,shrewd,bright,sharp,wise,intelligent",N4
利益,りえき,"profits,gains,(political, economic) interest",N4
到着,とうちゃく,arrival,N4
制度,せいど,"system,institution,organization",N4
制限,せいげん,"restriction,restraint,limitation",N4
券,けん,"ticket,coupon,bond,certificate",N4
刺激,しげき,"stimulus,impetus,incentive",N4
前者,ぜんしゃ,the former,N4
前進,ぜんしん,"advance,drive,progress",N4
割る,わる,"to divide,to cut,to break,to halve",N4
劇,げき,"drama,play",N4
劇場,げきじょう,"theatre,playhouse",N4
加える,くわえる,"to append,to sum up,to add (up)",N4
加わる,くわわる,"to join in,to accede to,to increase,to gain in (influence)",N4
加減,かげん,"addition and subtraction,allowance for",N4
劣る,おとる,"to fall behind,to be inferior to",N4
助ける,たすける,"to help,to save,to rescue",N4
助手,じょしゅ,"helper,helpmeet,assistant,tutor",N4
努力,どりょく,"great effort,exertion,endeavour,effort",N4
労働,ろうどう,"manual labor,toil,work",N4
効く,きく,to be effective,N4
効果,こうか,"effect,effectiveness,efficacy,result",N4
勇気,ゆうき,"courage,bravery,valour,nerve,boldness",N4
動かす,うごかす,"to move,to shift",N4
動詞,どうし,verb,N4
勘,かん,"perception,intuition,the sixth sense",N4
勘定,かんじょう,"calculation,counting,consideration",N4
務め,つとめ,"(N1) service,duty,(N2) Buddhist religious services",N4
勝ち,かち,"win,victory",N4
勢い,いきおい,"force,vigor,energy,spirit",N4
勤め,つとめ,"(N1) service,duty,business,responsibility,task,(N2) Buddhist religious services",N4
勧める,すすめる,"to recommend,to advise,to encourage,to offer (wine)",N4
勿論,もちろん,"of course,certainly,naturally",N4
匂い,におい,"odour,scent,smell,stench",N4
包み,つつみ,"bundle,package,parcel,bale",N4
化学,かがく,chemistry,N4
化粧,けしょう,make-up (cosmetic),N4
区別,くべつ,"distinction,differentiation,classification",N4
医師,いし,"doctor,physician",N4
医療,いりょう,"medical care,medical treatment",N4
半ば,なかば,"middle,half,semi,halfway,partly",N4
協力,きょうりょく,"cooperation,collaboration",N4
単なる,たんなる,"mere,simple,sheer",N4
単に,たんに,"simply,merely,only,solely",N4
単位,たんい,"unit,denomination,credit (in school)",N4
単純,たんじゅん,simplicity,N4
単語,たんご,"word,vocabulary,(usually) single-character word",N4
博士,はかせ,"doctorate,PhD",N4
博物館,はくぶつかん,museum,N4
占める,しめる,"(N1) to comprise,to account for,to make up (of),(N2) to hold,to occupy",N4
印,しるし,"(N1) mark,(N2) symbol,(N3) evidence",N4
印刷,いんさつ,printing,N4
印象,いんしょう,impression,N4
厄介,やっかい,"trouble,burden,care,bother",N4
原,はら,"field,plain,prairie,tundra,moor,wilderness",N4
去る,さる,"to leave,to go away",N4
参加,さんか,participation,N4
参考,さんこう,"reference,consultation",N4
又,また,"again,and",N4
及ぼす,およぼす,"to exert,to cause,to exercise",N4
友,とも,"friend,companion,pal",N4
友人,ゆうじん,friend,N4
友情,ゆうじょう,"friendship,fellowship",N4
双子,ふたご,"twins,a twin",N4
反抗,はんこう,"opposition,resistance",N4
収める,おさめる,"to obtain,to reap,to pay,to supply,to accept",N4
収入,しゅうにゅう,"income,receipts,revenue",N4
収穫,しゅうかく,"harvest,crop,ingathering",N4
取り上げる,とりあげる,"to take up,to pick up,to disqualify,to confiscate,to deprive",N4
取れる,とれる,"to come off,to be taken off,to be removed",N4
受け取る,うけとる,"to receive,to get,to accept,to take",N4
句,く,sentence,N4
叩く,たたく,"to strike,to clap,to dust,to beat",N4
叫ぶ,さけぶ,"to shout,to cry",N4
可,か,passable,N4
可能,かのう,"possible,practicable,feasible",N4
台,だい,"stand,rack,table,support",N4
叱る,しかる,to scold,N4
合わせる,あわせる,"to join together,to be opposite,to face,to unite",N4
合図,あいず,"sign,signal",N4
合格,ごうかく,"success,passing (e.g. exam),eligibility",N4
合計,ごうけい,"sum total,total amount",N4
同一,どういつ,"identity,sameness,similarity",N4
同僚,どうりょう,"coworker,colleague,associate",N4
同時,どうじ,"simultaneous(ly),concurrent,same time,synchronous",N4
同様,どうよう,"identical,equal to,same (kind),like",N4
名,な,"name,reputation",N4
名人,めいじん,"master,expert",N4
吐く,はく,"(N1) to breathe,(N2) to tell (lies),(N3) to vomit,to disgorge",N4
向かい,むかい,"facing,opposite,across the street,other side",N4
向く,むく,to face,N4
向ける,むける,"to turn towards,to point",N4
吠える,ほえる,"to bark,to bay,to howl,to bellow,to roar,to cry",N4
否,いや,"no,the noes",N4
否定,ひてい,"negation,denial,repudiation",N4
含む,ふくむ,"to hold in the mouth,to bear in mind",N4
吸収,きゅうしゅう,"absorption,suction,attraction",N4
周囲,しゅうい,"surroundings,circumference,environs",N4
味方,みかた,"friend,ally,supporter",N4
呼吸,こきゅう,"breath,respiration",N4
命,いのち,"command,decree,life,destiny",N4
命じる,めいじる,"to order,to command,to appoint",N4
命令,めいれい,"order,command,decree,directive,(software) instruction",N4
咳,せき,cough,N4
哀れ,あわれ,"helpless,pity,sorrow,grief",N4
品,しな,"thing,article,goods,dignity,article (goods),counter for meal courses",N4
哲学,てつがく,philosophy,N4
唯,ただ,"free of charge,mere,sole,only,usual,common",N4
唯一,ゆいいつ,"only,sole,unique",N4
商人,しょうにん,"trader,shopkeeper,merchant",N4
商品,しょうひん,"commodity,article of commerce,goods,stock,merchandise",N4
商売,しょうばい,"trade,business,commerce,transaction,occupation",N4
問い,とい,"question,query",N4
善,ぜん,"good,goodness,right,virtue",N4
喉,のど,throat,N4
喜び,よろこび,"(a) joy,(a) delight,rapture,pleasure,gratification,rejoicing,congratulations,felicitations",N4
喧嘩,けんか,"quarrel,(drunken) brawl,failure",N4
営業,えいぎょう,"business,trade,management",N4
嘘,うそ,"lie,falsehood,incorrect fact,inappropriate",N4
噂,うわさ,"rumour,report,gossip,common talk",N4
器用,きよう,"skillful,handy",N4
回,かい,counter for occurrences,N4
回す,まわす,"to turn,to revolve",N4
回り,まわり,"circumference,surroundings,circulation",N4
回復,かいふく,"recovery (from illness),improvement,rehabilitation,restoration",N4
団体,だんたい,"organization,association",N4
困難,こんなん,"difficulty,distress",N4
囲む,かこむ,"to surround,to encircle",N4
図,ず,"figure (e.g. Fig N1),drawing,picture,illustration",N4
図書,としょ,books,N4
国会,こっかい,"National Diet,parliament,congress",N4
国境,こっきょう,national or state border,N4
国家,こっか,"state,country,nation",N4
国民,こくみん,"national,people,citizen",N4
国語,こくご,national language,N4
土,つち,"earth,soil",N4
土地,とち,"plot of land,lot,soil",N4
土曜,どよう,Saturday,N4
土産,みやげ,"present,souvenir",N4
地,ち,earth,N4
地下,ちか,"basement,underground",N4
地位,ちい,"(social) position,status",N4
地区,ちく,"district,section,sector",N4
地域,ちいき,"area,region",N4
地平線,ちへいせん,horizon,N4
地方,ちほう,"area,locality,district,region,the coast",N4
地球,ちきゅう,the earth,N4
型,かた,"mold,model,style,shape,data-type",N4
埃,ほこり,dust,N4
城,しろ,castle,N4
基,もと,basis,N4
基づく,もとづく,"to be grounded on,to be based on,to be due to,to originate from",N4
基本,きほん,"foundation,basis,standard",N4
報告,ほうこく,"report,information",N4
場,ば,"place,field (physics)",N4
場面,ばめん,"scene,setting (e.g. of novel)",N4
塀,へい,"wall,fence",N4
塔,とう,"tower,pagoda",N4
塵,ごみ,"dust,dirt",N4
境,さかい,"border,boundary,mental state",N4
墓,はか,"grave,tomb",N4
増す,ます,"to increase,to grow",N4
増加,ぞうか,"increase,addition",N4
売れる,うれる,to be sold,N4
変化,へんか,"goblin,ghost,apparition,bugbear",N4
変更,へんこう,"change,modification,alteration",N4
夕べ,ゆうべ,evening,N4
外す,はずす,"to unfasten,to remove",N4
外交,がいこう,diplomacy,N4
外出,がいしゅつ,"outing,going out",N4
多分,たぶん,"perhaps,probably",N4
多少,たしょう,"more or less,somewhat,a little,some",N4
夜中,よなか,"midnight,dead of night",N4
夜明け,よあけ,"dawn,daybreak",N4
夢中,むちゅう,"daze,(in a) trance,ecstasy,delirium,engrossment",N4
大,だい,,N4
大いに,おおいに,"very,much,greatly",N4
大した,たいした,"considerable,great,important,significant,a big deal",N4
大会,たいかい,"convention,tournament,mass meeting,rally",N4
大使,たいし,ambassador,N4
大半,たいはん,"majority,mostly,generally",N4
大変,たいへん,"awful,dreadful,terrible,very",N4
大家,おおや,"rich family,distinguished family",N4
大戦,たいせん,"great war,great battle",N4
大抵,たいてい,"usually,generally",N4
大気,たいき,atmosphere,N4
大統領,だいとうりょう,"president,chief executive",N4
大臣,だいじん,cabinet minister,N4
大部分,だいぶぶん,"most part,greater part,majority",N4
大陸,たいりく,continent,N4
天候,てんこう,weather,N4
天然,てんねん,"nature,spontaneity",N4
太陽,たいよう,"sun,solar",N4
夫人,ふじん,"wife,Mrs,madam",N4
夫婦,ふうふ,"married couple,husband and wife",N4
失う,うしなう,"to lose,to part with",N4
失望,しつぼう,"disappointment,despair",N4
失業,しつぎょう,unemployment,N4
奇妙,きみょう,"strange,queer,curious",N4
契約,けいやく,"contract,compact,agreement",N4
奥,おく,"interior,inner part",N4
奨学金,しょうがくきん,scholarship,N4
奪う,うばう,to snatch away,N4
女優,じょゆう,actress,N4
女子,じょし,"woman,girl",N4
女王,じょおう,queen,N4
好み,このみ,"liking,taste,choice",N4
好む,このむ,"to like,to prefer",N4
妙,みょう,"strange,unusual",N4
姉妹,しまい,sisters,N4
始まり,はじまり,"origin,beginning",N4
委員,いいん,committee member,N4
姿,すがた,"figure,shape,appearance",N4
婚約,こんやく,"engagement,betrothal",N4
婦人,ふじん,"woman,female",N4
嫁,よめ,"bride,daughter-in-law",N4
嫌う,きらう,"to hate,to dislike,to loathe",N4
嬉しい,うれしい,"happy,glad,pleasant",N4
存在,そんざい,"existence,being",N4
学,がく,"learning,scholarship,erudition,knowledge",N4
学ぶ,まなぶ,"to study (in depth),to learn,to take lessons in",N4
学問,がくもん,"scholarship,study,learning",N4
学期,がっき,term (school),N4
学習,がくしゅう,"study,learning",N4
学者,がくしゃ,scholar,N4
孫,まご,grandchild,N4
宅,たく,"house,home,husband",N4
宇宙,うちゅう,"universe,cosmos,space",N4
守る,まもる,"to protect,to obey,to guard,to abide (by the rules)",N4
安定,あんてい,"stability,equilibrium",N4
完了,かんりょう,"completion,conclusion",N4
完全,かんぜん,"perfection,completeness",N4
完成,かんせい,"(N1) complete,completion,(N2) perfection,accomplishment",N4
宗教,しゅうきょう,religion,N4
定期,ていき,fixed term,N4
宜しい,よろしい,"(hon) good,OK,all right,fine,very well,will do,may,can",N4
宝,たから,treasure,N4
宝石,ほうせき,"gem,jewel",N4
実,み,"fruit,nut,seed,content,good result",N4
実に,じつに,"indeed,truly,surely",N4
実は,じつは,"as a matter of fact,by the way",N4
実施,じっし,"enforcement,enact,put into practice,carry out,operation",N4
実現,じつげん,"implementation,materialization,realization",N4
実行,じっこう,"practice,performance,execution (e.g. program),realization",N4
実際,じっさい,"practical,actual condition,status quo",N4
実験,じっけん,experiment,N4
害,がい,"injury,harm,evil influence,damage",N4
家事,かじ,"housework,domestic chores",N4
家具,かぐ,furniture,N4
家賃,やちん,rent,N4
容易,ようい,"easy,simple,plain",N4
宿,やど,"inn,lodging",N4
宿泊,しゅくはく,lodging,N4
寄付,きふ,"contribution,donation",N4
密,みつ,,N4
寧ろ,むしろ,"rather,better,instead",N4
審判,しんぱん,"refereeing,trial,judgement,umpire,referee",N4
対,たい,"pair,couple,set",N4
対する,たいする,"to face,to confront,to oppose",N4
対象,たいしょう,"target,object (of worship, study, etc),subject (of taxation, etc)",N4
専攻,せんこう,"major subject,special study",N4
尊敬,そんけい,"respect,esteem,reverence,honour",N4
尊重,そんちょう,"respect,esteem,regard",N4
小,しょう,,N4
小包,こづつみ,"parcel,package",N4
小屋,こや,"hut,cabin,shed,(animal) pen",N4
小麦,こむぎ,wheat,N4
少々,しょうしょう,"just a minute,small quantity",N4
少しも,すこしも,"anything of,not one bit",N4
少女,しょうじょ,"daughter,young lady,virgin,maiden,little girl",N4
少年,しょうねん,"boys,juveniles",N4
尤も,もっとも,"quite right,plausible,natural,but then,although",N4
就く,つく,"to settle in (place),to take (seat, position),to study (under teacher)",N4
就職,しゅうしょく,"finding employment,inauguration",N4
尻,しり,"buttocks,bottom",N4
局,きょく,"court lady,lady in waiting",N4
居眠り,いねむり,"dozing,nodding off",N4
居間,いま,living room (western style),N4
届く,とどく,to reach,N4
屋根,やね,roof,N4
履く,はく,"to wear,to put on (lower body)",N4
岩,いわ,"rock,crag",N4
岸,きし,"bank,coast,shore",N4
嵐,あらし,"storm,tempest",N4
川,かわ,river,N4
州,しゅう,sandbank,N4
巣,す,"nest,rookery,breeding place,beehive,cobweb",N4
工場,こうば,"factory,plant,mill,workshop",N4
左右,さゆう,"(N1) left and right,(N2) influence,control,domination",N4
巨大,きょだい,"huge,gigantic,enormous",N4
差,さ,"difference,variation",N4
差別,さべつ,"discrimination,distinction,differentiation",N4
市場,いちば,(the) market (as a concept),N4
布,ぬの,cloth,N4
希望,きぼう,"hope,wish,aspiration",N4
帯,おび,"band (e.g. conduction, valence)",N4
帰宅,きたく,returning home,N4
常に,つねに,"always,constantly",N4
常識,じょうしき,common sense,N4
幅,はば,"width,breadth",N4
幕,まく,"curtain,bunting,act (in play)",N4
平ら,たいら,"flatness,level,smooth,calm,plain",N4
平和,へいわ,"peace,harmony",N4
平均,へいきん,"equilibrium,balance,average,mean",N4
平等,びょうどう,"equality (a),impartiality,evenness",N4
年中,ねんじゅう,"whole year,always,everyday",N4
年代,ねんだい,"age,era,period,date",N4
年寄,としより,"old people,the aged",N4
年月,としつき,months and years,N4
年間,ねんかん,year,N4
年齢,ねんれい,"age,years",N4
幸い,さいわい,"happiness,blessedness",N4
幸せ,しあわせ,"happiness,good fortune,luck,blessing",N4
幸福,こうふく,"happiness,blessedness",N4
幸運,こううん,"good luck,fortune",N4
幼い,おさない,"very young,childish",N4
幾つ,いくつ,"how many?,how old?",N4
幾ら,いくら,"how much?,how many?",N4
広がる,ひろがる,"to spread (out),to extend,to stretch,to reach to,to get around",N4
広告,こうこく,advertisement,N4
床,ゆか,floor,N4
底,そこ,"bottom,sole",N4
度,たび,counter for occurrences,N4
座席,ざせき,seat,N4
延期,えんき,"postponement,adjournment",N4
建築,けんちく,"construction,architecture",N4
建設,けんせつ,"construction,establishment",N4
弁当,べんとう,box lunch,N4
式,しき,"equation,formula,ceremony",N4
引っ張る,ひっぱる,"(N1) to pull,to draw,to stretch,to drag,(N2) to pull the ball (baseball)",N4
